"","WillowSubNo","PayCode","movieCheck","trialNo","itemId","eventOrder","blockOrder","eventType","condition","manner","result","verbName","verbMeaning","seeAmbigV1","seeAmbigV2","seeBiasV1","seeBiasV2","seeTrain1a","seeTrain2a","seeTrain3a","seeTrain1b","seeTrain2b","seeTrain3b","seeTestV1","seeTestV2","ambigS","ambigV","bias1","bias2","biasV1Ans","bias1RESP","biasV2Ans","bias2RESP","test1","test2","testV1Ans","test1RESP","testV2Ans","test2RESP","catchTrialNum","catchOrderedNum","catchTrialRESP","commentCheck","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Comments","Answer.English","Answer.country","Approve","Reject","trialCount","SubNo"
"2014","40","a24659a179a40","a big red ball following a smaller green ball","15","5","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","roll","between","torging","roll","1","1","1","1","1","1","1","1","1","1","1","1","The monster is torging between the trees. ","roll.between.trees","roll.through.tent","walk.between.buildings","1","0","0","0","crabwalk.between.lights","roll.over.shrub","0","","1","","7 8 6 6 8","    66788","66788","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2002","40","a24659a179a40","a big red ball following a smaller green ball","16","6","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","stoopwalk","through","pimming","stoopwalk","1","1","1","1","1","1","1","1","1","1","1","1","The monster is pimming through the flowers.","stoopwalk.through.flowers","tiptoe.through.lighthouse","stoopwalk.between.swings","0","0","1","1","stoopwalk.front.fishtank","crawl.through.pyramid","1","","0","","2 7 1 4 3","    12347","12347","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2015","40","a24659a179a40","a big red ball following a smaller green ball","2","6","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","pliers","bend","klebbing","pliers","1","1","1","1","1","1","1","1","1","1","1","1","The monster is klebbing the candle.","pliers.bend.candle","hammer.bend.sunflower","pliers.cut.pizza","0","1","1","1","bat.bend.flagpole","pliers.empty.martiniglass","0","1","1","1","5 5 3 1 7","    13557","13557","cool","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2001","40","a24659a179a40","a big red ball following a smaller green ball","3","3","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","crowbar","open","zicking","crowbar","1","1","1","1","1","1","1","1","1","1","1","1","The monster is zicking the grill.","crowbar.open.grill","crowbar.rip.pillow","trowel.open.door","1","1","0","1","crowbar.break.shoe","poker.open.window","1","1","0","1","1 5 2 9 5","    12559","12559","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2007","40","a24659a179a40","a big red ball following a smaller green ball","4","5","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","knife","cut","gorping","knife","1","1","1","1","1","1","1","1","1","1","1","1","The monster is gorping the bread.","knife.cut.bread","knife.bend.fork","poker.cut.curtain","1","1","0","1","knife.crush.apple","trowel.cut.cheese","1","1","0","1","6 4 7 3 2","    23467","23467","ok","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2012","40","a24659a179a40","a big red ball following a smaller green ball","5","4","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","hammer","crush","nibbing","hammer","1","1","1","1","1","1","1","1","1","1","1","1","The monster is nibbing the strawberries.","hammer.crush.strawberries","pliers.crush.candycanes","hammer.empty.brushcontainer","0","1","1","1","comb.crush.juicebox","hammer.cut.watermelon","0","1","1","1","1 8 4 6 1","    11468","11468","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2011","40","a24659a179a40","a big red ball following a smaller green ball","6","1","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","bat","break","blicking","bat","1","1","1","1","1","1","1","1","1","1","1","1","The monster is blicking the record.","bat.break.record","bat.flatten.cupcake","comb.break.cookies","1","1","0","1","bat.open.babybottle","pliers.break.eyeglasses","1","1","0","1","5 9 5 2 9","    25599","25599","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2004","40","a24659a179a40","a big red ball following a smaller green ball","7","8","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","trowel","flatten","rolting","trowel","1","1","1","1","1","1","1","1","1","1","1","1","The monster is rolting the sand.","trowel.flatten.sand","crowbar.flatten.donut","trowel.break.flowerpot","0","1","1","1","knife.flatten.sponge","trowel.rip.sack","0","1","1","1","9 0 3 4 4","    03449","03449","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2010","40","a24659a179a40","a big red ball following a smaller green ball","8","2","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","comb","rip","gossing","comb","1","1","1","1","1","1","1","1","1","1","1","1","The monster is gossing the armchair.","comb.rip.armchair","bat.rip.kite","comb.open.book","0","1","1","1","hammer.rip.shirt","comb.flatten.burger","0","1","1","1","1 1 6 3 0","    01136","01136","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2003","40","a24659a179a40","a big red ball following a smaller green ball","9","7","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","tiptoe","over","birking","tiptoe","1","1","1","1","1","1","1","1","1","1","1","1","The monster is birking over the cone.","tiptoe.over.cone","tiptoe.front.snowplow","stoopwalk.over.haystack","1","1","0","0","flapwalk.over.plane","tiptoe.between.pigs","0","","1","","3 1 5 5 3","    13355","13355","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2031","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","1","5","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Motion","Manner","roll","between","torging","roll","1","1","1","1","1","1","1","1","1","1","1","1","The monster is torging between the trees. ","roll.between.trees","roll.through.tent","walk.between.buildings","1","1","0","0","crabwalk.between.lights","roll.over.shrub","0","0","1","1","8 2 6 3 1","    12368","12368","Torging looks like a fun place to get somewhere. Somersaulting all day long.","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
"2028","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","10","8","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","trowel","flatten","rolting","trowel","1","1","1","1","1","1","0","1","1","1","1","1","The monster is rolting the sand.","trowel.flatten.sand","crowbar.flatten.donut","trowel.break.flowerpot","0","0","1","1","knife.flatten.sponge","trowel.rip.sack","0","","1","","8 1 9 2 4","    12489","12489","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
"2017","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","11","2","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","comb","rip","gossing","comb","1","1","1","1","1","1","0","1","1","1","1","1","The monster is gossing the armchair.","comb.rip.armchair","bat.rip.kite","comb.open.book","0","0","1","1","hammer.rip.shirt","comb.flatten.burger","0","","1","","7 4 9 4 2","    24479","24479","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
"2027","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","12","7","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","poker","empty","wugging","poker","1","1","1","1","1","1","0","1","1","1","1","1","The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet","1","-1","0","0","poker.bend.lamp","crowbar.empty.detergentcontainer","1","","0","","5 0 7 9 4","    04579","04579","The first intro video to wugging looked like it had a glitch, so I could not tell if the example question was in fact wugging.","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
"2024","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","13","4","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","hammer","crush","nibbing","hammer","1","1","1","1","1","1","0","1","1","1","1","1","The monster is nibbing the strawberries.","hammer.crush.strawberries","pliers.crush.candycanes","hammer.empty.brushcontainer","0","0","1","1","comb.crush.juicebox","hammer.cut.watermelon","0","","1","","6 8 6 0 5","    05668","05668","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
"2021","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","14","6","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","pliers","bend","klebbing","pliers","1","1","1","1","1","1","0","1","1","1","1","1","The monster is klebbing the candle.","pliers.bend.candle","hammer.bend.sunflower","pliers.cut.pizza","0","0","1","1","bat.bend.flagpole","pliers.empty.martiniglass","0","","1","","9 1 5 8 6","    15689","15689","Video glitched again, but I can see its tool.","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
"2022","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","15","1","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","bat","break","blicking","bat","1","1","1","1","1","1","0","1","1","1","1","1","The monster is blicking the record.","bat.break.record","bat.flatten.cupcake","comb.break.cookies","1","1","0","0","bat.open.babybottle","pliers.break.eyeglasses","1","","0","","5 3 0 1 5","    01355","01355","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
"2023","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","16","5","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","knife","cut","gorping","knife","1","1","1","1","1","1","0","1","1","1","1","1","The monster is gorping the bread.","knife.cut.bread","knife.bend.fork","poker.cut.curtain","1","1","0","0","knife.crush.apple","trowel.cut.cheese","1","","0","","2 2 7 9 6","    22679","22679","Very destructive monster,","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
"2026","42","a2cc69ddaff42","Two balls bouncing off the floor, both a different color.","2","8","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Motion","Manner","walk","front","dacking","walk","1","1","1","1","1","1","1","1","1","1","1","1","The monster is dacking in front of the elephant. ","walk.front.elephant","roll.front.giraffe","walk.over.sandpile","0","0","1","1","walk.through.hut","hop.front.bunny","1","1","0","0","3 0 9 8 3","    03389","03389","The marching band dacked down the sidewalk.","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2JUNJKM05BMJ6KZ0KF7TV9RFNQXCHD","A3E4ZJU8TC8VYO","Submitted","Thu Oct 03 22:11:31 GMT 2013","Thu Oct 03 23:17:49 GMT 2013","Sun Oct 13 16:17:49 PDT 2013",NA,NA,NA,3978,"100% (1/1)","0% (0/0)","0% (0/0)","Some videos were hard to see, as they glitched black. The monsters were cute and I enjoyed the destructive monster.","yes","USA",NA,NA,16,"127"
